"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","PE-A","Time"
126784,121139,207977,129495,108445,166583,13363.1,2.00854
113451,112195,199181,88616,74736.4,155466,1447.23,2.00996
87377.4,88951.3,183258,62017.5,55720,142351,8000.02,2.01771
115701,113995,192273,102002,90027.1,159556,19723.6,2.01823
134648,130154,200911,87667.2,72748.8,158411,6674.39,2.01963
103302,110137,187049,100142,89515.5,158596,18208.8,2.02395
89775.7,91822,173602,76623,70537,150376,2546.56,2.03577
114528,105411,189797,100415,81556.7,162747,12866.7,2.05207
76434,77165.7,167656,69433.8,64352.9,148076,12179.4,2.05283
101178,107653,192084,72259.8,68477.7,148327,9158.76,2.06015
169738,154279,218201,120773,97160.6,162844,4012.74,2.06352
139366,125951,201062,128379,104276,172267,27498.5,2.06736
94708.2,86609.3,175385,98237.4,76947.7,162644,780.846,2.06777
116339,111732,193414,106111,84202.6,167269,2886.04,2.08077
63858.2,64915.9,158032,47503.9,47003.4,135988,13478.5,2.08336
115288,107638,198437,85270.2,66388,163300,1277.82,2.08667
116802,117902,182468,96895.1,89283.8,155824,10667.5,2.09304
132425,123579,217059,98193.7,80497,161681,4123.87,2.09763
84520,92196.7,168006,75336.8,72212,144968,4616.18,2.1037
127054,126562,192229,117806,100453,165273,19311,2.10888
101824,101415,189172,87113.3,80429.3,148970,27776.6,2.11761
134273,132240,203887,101012,84793.8,158388,43971.1,2.12573
95381.6,100145,182037,94006.3,87239.2,151387,3158.12,2.12669
122802,116631,202471,104184,87422.1,163434,7417.91,2.13178
91633,97360.5,176910,103685,96589.2,155296,4212.39,2.13263
192648,143882,224448,193413,134895,185839,27656.8,2.1378
98070.5,92292,186493,128720,117609,168741,16415.1,2.16817
69480.3,77975.9,157775,76862.4,79843.7,143981,8792.83,2.17113
101693,108903,182465,90658.9,89703.5,147642,10541.7,2.17387
133256,122170,213094,114394,92847.2,162375,34668.9,2.17873
156449,129356,213418,170026,131335,178444,12676.4,2.18608
86220.5,96307.6,169304,61434.6,62517.5,138288,8725.97,2.18808
126221,122672,193725,125056,105147,162439,8722.97,2.18853
101234,102605,189322,109632,101816,158905,15643.6,2.19206
87650.4,92541.4,168331,83850.2,81450.8,149003,8747.88,2.19656
136915,120239,203586,112763,90207.8,166514,20622.4,2.20526
129852,119775,206702,98742.9,79531.3,155811,10775.9,2.22148
97203.5,102371,185552,63740,59166,142316,14024.1,2.22384
79821.7,86543.5,171452,59391.9,55934,141491,13057.7,2.2316
148138,130268,210653,134098,103224,171467,9141.64,2.23743
94766.3,96431.8,179278,92660.4,82626.3,155821,11084.3,2.24256
72977.1,74672.1,171924,69119.2,64506,148286,5750.21,2.25215
105757,101115,189281,90311.9,72495.5,156306,6340.15,2.26338
98622.6,106411,174017,110461,94153.5,158767,3747.07,2.27348
90384.1,93738.5,175655,99883.1,89829.9,151465,3772.31,2.27448
83243.9,89467,168851,85186.9,83185.1,148957,8362.5,2.27919
141651,110842,213392,189781,120632,190170,31356.5,2.27962
104199,101010,186675,119117,101513,165050,3990.37,2.27987
137358,122488,206584,157840,120156,177580,6937.76,2.28182
149171,143712,212660,108916,89848.6,159883,2061.75,2.28787
125329,121411,190889,103907,83878.6,165987,4628.05,2.29503
